directorId,name,birthYear,deathYear
nm0326360,James Goldstone,1931.0,1999.0
nm0326397,Jacob Goldwasser,1950.0,
nm0326500,Kresimir Golik,1922.0,1996.0
nm0326558,Markus Goller,1969.0,
nm0326716,Yevgeni Golubenko,1956.0,
nm0326734,Bryan Goluboff,,
nm0326740,Srdan Golubovic,1972.0,
nm0326837,Steve Gomer,,
nm0326884,Flora Gomes,1949.0,
nm0326937,Miguel Gomes,1972.0,
nm0326995,Cosimo Gomez,1965.0,
nm0327064,Nick Gomez,1963.0,
nm0327120,Alain Gomis,1972.0,
nm0327273,Michel Gondry,1963.0,
nm0327329,Noam Gonick,1973.0,
nm0327944,Alejandro G. Iñárritu,1963.0,
nm0327950,Rogelio A. González,1920.0,1984.0
nm0328486,Servando González,1923.0,2008.0
nm0328573,Denise Gonçalves,,
nm0328811,Frederic Goode,1927.0,2015.0
nm0328922,Philip Goodhew,1960.0,
nm0328966,Saul A. Goodkind,1896.0,1962.0
nm0329014,Barak Goodman,,
nm0329023,Brian Goodman,1963.0,
nm0329029,Michael Pataki,1938.0,2010.0
nm0329116,Jenniphr Goodman,,
nm0329218,Robert Raphael Goodman,,
nm0329223,Rosser Goodman,,
nm0329411,Craig Goodwill,,
nm0329426,Amanda Goodwin,,
nm0329535,R.W. Goodwin,1944.0,
nm0329574,Leslie Goodwins,1899.0,1969.0
nm0329650,Nicholaus Goossen,,
nm0329670,Guy Goossens,,
nm0329679,Ray Goossens,1924.0,1998.0
nm0329715,Adoor Gopalakrishnan,1941.0,
nm0329755,Chris Gorak,1969.0,
nm0330026,Bert I. Gordon,1922.0,
nm0330028,Bette Gordon,1950.0,
nm0330036,Robert Gordon,1913.0,1990.0
nm0330057,Bryan Gordon,1947.0,
nm0330140,Dennie Gordon,1953.0,
nm0330347,Josh Gordon,,
nm0330360,Keith Gordon,1961.0,
nm0330456,Michael Gordon,1909.0,1993.0
nm0330619,Steve Gordon,1938.0,1982.0
nm0330687,Joseph Gordon-Levitt,1981.0,
nm0330700,Berry Gordy,1929.0,
nm0330848,Claude Goretta,1929.0,2019.0
nm0330913,Christopher Gorham,1974.0,
nm0330948,Jean-Pierre Gorin,1943.0,
nm0330984,Sotiris Goritsas,,
nm0331121,Rusty Gorman,,
nm0331193,Michael Gornick,,
nm0331296,Marleen Gorris,1948.0,
nm0331339,Peter Gorski,1921.0,2007.0
nm0331355,Edward Gorsuch,,
nm0331443,Jeremy Gosch,,
nm0331453,René Goscinny,1926.0,1977.0
nm0331471,Hideo Gosha,1929.0,1992.0
nm0331487,Joey Gosiengfiao,1941.0,2007.0
nm0331495,Jürgen Goslar,1927.0,2021.0
nm0331516,Ryan Gosling,1980.0,
nm0331532,Raja Gosnell,1958.0,
nm0331577,Luke Goss,1968.0,
nm0331606,Bob Gosse,1963.0,
nm0331621,Eric Gosselin,1982.0,
nm0331719,Igor Gostev,1925.0,1994.0
nm0331777,Andrew Goth,,
nm0331797,Péter Gothár,1947.0,
nm0331831,Shuji Goto,,
nm0331868,Igor Gotesman,,
nm0331956,Carl Gottlieb,1938.0,
nm0331964,Franz Josef Gottlieb,1930.0,2006.0
nm0331989,Lisa Gottlieb,,
nm0331998,Michael Gottlieb,1945.0,2014.0
nm0332287,José Pedro Goulart,,
nm0332392,Heywood Gould,1942.0,
nm0332393,Howard Michael Gould,,
nm0332451,Mitch Gould,,
nm0332531,Alfred J. Goulding,1884.0,1972.0
nm0332539,Edmund Goulding,1891.0,1959.0
nm0332647,Romain Goupil,1951.0,
nm0332740,Everardo Gout,,
nm0332856,Richard McCarthy,,
nm0332892,Stanislav Govorukhin,1936.0,2018.0
nm0332950,Ashutosh Gowariker,1953.0,
nm0333239,Marita Grabiak,,
nm0333471,Angel Gracia,,
nm0333485,Marc Gracie,,
nm0333570,Krzysztof Gradowski,1943.0,2021.0
nm0333641,Gustavo Graef Marino,1955.0,
nm0333650,Tom Graeff,1929.0,1970.0
nm0333705,Dominik Graf,1952.0,
nm0333804,Todd Graff,1959.0,
nm0333823,Göran Graffman,1931.0,2014.0
nm0334353,William A. Graham,1926.0,2013.0
nm0334552,Nikos Grammatikos,1963.0,
nm0334554,Vladimir Grammatikov,1942.0,
nm0334710,Fredde Granberg,1970.0,
nm0334787,Michael Grandage,1962.0,
nm0334824,Rodrigo Grande,1974.0,
nm0334924,Patrick Grandperret,1946.0,2019.0
nm0334930,Philippe Grandrieux,1954.0,
nm0335093,Gilles Grangier,1911.0,1996.0
nm0335133,Pierre Granier-Deferre,1927.0,2007.0
nm0335137,Anatoliy Granik,1918.0,1989.0
nm0335138,Debra Granik,1963.0,
nm0335242,Teach Grant,1973.0,
nm0335269,Barra Grant,1948.0,
nm0335283,Brian Grant,,
nm0335337,Darren Grant,,
nm0335455,James Edward Grant,1905.0,1966.0
nm0335489,Julian Grant,,
nm0335519,Lee Grant,1925.0,
nm0335666,Susannah Grant,1963.0,
nm0335883,Alexander Grasshoff,1928.0,2008.0
nm0335980,Puk Grasten,,
nm0336076,Jorge Grau,1930.0,2018.0
nm0336091,Paul Grau,,
nm0336139,Walter Grauman,1922.0,2015.0
nm0336241,Alex Graves,,
nm0336271,Duane Graves,1975.0,
nm0336486,Bradley Rust Gray,,
nm0336620,F. Gary Gray,1969.0,
nm0336695,James Gray,1969.0,
nm0336726,John Gray,,
nm0336831,Mike Gray,1935.0,2013.0
nm0337103,Godfrey Grayson,1913.0,1998.0
nm0337157,Gavin Grazer,1961.0,
nm0337197,Michael Graziano,,
nm0337348,William Greaves,1926.0,2014.0
nm0337422,Eduard Grecner,1931.0,
nm0337448,Emidio Greco,1938.0,2012.0
nm0337471,Joseph Greco,,
nm0337509,Pierre Greco,,
nm0337529,Kjell Grede,1936.0,2017.0
nm0337550,Janet Greek,1949.0,
nm0337586,Alfred E. Green,1889.0,1960.0
nm0337756,Danny Green,,
nm0337765,David Green,1948.0,
nm0337773,David Gordon Green,1975.0,
nm0337833,Eugène Green,1947.0,
nm0337882,Greg Green,,
nm0337885,Guy Green,1913.0,2005.0
nm0338018,Joseph Green,1928.0,1999.0
nm0338137,Martin Green,,
nm0338283,Rob Green,,
nm0338372,Terry Green,,
nm0338381,Tom Green,1971.0,
nm0338396,Walon Green,1936.0,
nm0338527,Jamie Greenberg,,
nm0338572,Richard Greenberg,1947.0,2018.0
nm0338575,Richard Greenberg,,
nm0338576,Rob Greenberg,,
nm0338719,David Greene,1921.0,2003.0
nm0339004,Luke Greenfield,1972.0,
nm0339026,Timothy Greenfield-Sanders,,
nm0339030,Paul Greengrass,1955.0,
nm0339040,Jon Greenhalgh,,
nm0339245,Maggie Greenwald,1955.0,
nm0339254,Robert Greenwald,1945.0,
nm0339264,David Greenwalt,1949.0,
nm0339516,William Grefé,1930.0,
nm0339567,Colin Gregg,1947.0,
nm0339619,Ezio Greggio,1954.0,
nm0339733,Alex Gregory,,
nm0340037,Leslie Greif,1954.0,
nm0340170,Wolf Gremm,1942.0,2015.0
nm0340244,Marc S. Grenier,,
nm0340436,Kevin Greutert,1965.0,
nm0340742,John Greyson,1960.0,
nm0340840,Greg Gricus,,
nm0340880,David Grieco,1951.0,
nm0340886,Gabriel Grieco,1979.0,
nm0340894,Sergio Grieco,1917.0,1982.0
nm0340958,Alister Grierson,,
nm0340961,John Grierson,1898.0,1972.0
nm0340981,Tom Gries,1922.0,1977.0
nm0341458,Charles B. Griffith,1930.0,2007.0
nm0341486,Edward H. Griffith,1888.0,1975.0
nm0341716,Mark Griffiths,,
nm0341722,Megan Griffiths,1975.0,
nm0341925,Boris Grigorev,1935.0,2012.0
nm0342037,Janet Grillo,,
nm0342096,Antonello Grimaldi,1955.0,
nm0342099,Aurelio Grimaldi,1957.0,
nm0342156,Paul Grimault,1905.0,1994.0
nm0342176,Pierre Grimblat,1922.0,2016.0
nm0342325,Philippe Grimond,,
nm0342417,Nick Grinde,1893.0,1979.0
nm0342489,Brad F. Grinter,1922.0,1993.0
nm0342579,Aleksandr Grishin,1953.0,1989.0
nm0342601,Gillian Grisman,1969.0,
nm0342626,John Grissmer,,
nm0342748,Rajko Grlic,1947.0,
nm0342829,Wiktor Grodecki,1960.0,
nm0342927,Ferde Grofé Jr.,,
nm0342970,Dave Grohl,1969.0,
nm0343094,Esther Gronenborn,1966.0,
nm0343185,Wolfgang Groos,1968.0,
nm0343260,Ulu Grosbard,1929.0,2012.0
nm0343419,Larry Gross,1953.0,
nm0343472,Paul Gross,1959.0,
nm0343503,Terence Gross,,
nm0343518,Yoram Gross,1926.0,2015.0
nm0343604,Adam Grossman,,
nm0343706,Roberta Grossman,,
nm0343709,Sam Grossman,1945.0,1999.0
nm0343713,Seth Grossman,1975.0,
nm0343735,Goetz Grossmann,,
nm0343799,Charles Grosvenor,,
nm0343826,Ulrike Grote,1963.0,
nm0343831,David Grotell,,
nm0343898,Daniel Grou,1967.0,
nm0343903,Jonás Trueba,1981.0,
nm0343932,Groupe Dziga Vertov,,
nm0343939,Didier Grousset,,
nm0343980,Mark Steven Grove,1966.0,
nm0344259,J. Mackye Gruber,,
nm0344262,Jonathan Gruber,,
nm0344496,Adrian Grunberg,,
nm0344603,Olivier Gruner,1960.0,
nm0344754,Jan Gruyaert,1944.0,
nm0344927,Jean Grémillon,1898.0,1959.0
nm0344933,Edmond T. Gréville,1906.0,1966.0
nm0344955,Matti Grönberg,1957.0,
nm0344973,Philip Gröning,1959.0,
nm0344985,Anders Grönros,1953.0,
nm0345146,Changwei Gu,1957.0,
nm0345169,Suzanne Guacci,,
nm0345174,Luca Guadagnino,1971.0,
nm0345294,Charles Guard,,
nm0345536,Nikolay Gubenko,1941.0,2020.0
nm0345615,Christian Gudegast,1970.0,
nm0345743,Tiago Guedes,1971.0,
nm0345837,Robert Guenette,1935.0,2003.0
nm0345899,James William Guercio,1945.0,
nm0346069,Otto Guerra,,
nm0346079,Roberto Guerra,1942.0,2014.0
nm0346087,Ruy Guerra,1931.0,
nm0346297,Romolo Guerrieri,1931.0,
nm0346314,Mino Guerrini,1927.0,1990.0
nm0346331,Hernán Guerschuny,,
nm0346359,Claudio Guerín,1939.0,1973.0
nm0346360,José Luis Guerín,1960.0,
nm0346436,Val Guest,1911.0,2006.0
nm0346495,Kristy Guevara-Flanagan,,
nm0346549,Charles Guggenheim,1924.0,2002.0
nm0346550,Davis Guggenheim,1963.0,
nm0346640,Chih-Hung Kuei,1937.0,1999.0
nm0346823,Valérie Guignabodet,1965.0,2016.0
nm0346841,Martin Guigui,1965.0,
nm0347075,Laurice Guillen,1947.0,
nm0347086,John Guillermin,1925.0,2015.0
nm0347473,Eric Guirado,1968.0,
nm0347492,Alain Guiraudie,1964.0,
nm0347589,Sacha Guitry,1885.0,1957.0
nm0347657,John Gulager,1957.0,
nm0347720,Stere Gulea,1943.0,
nm0347797,Sean Gullette,1968.0,
nm0347957,Devon Gummersall,1978.0,
nm0348015,Gunasekhar,,
nm0348155,Bill Gunn,1929.0,1989.0
nm0348175,Gilbert Gunn,1905.0,1967.0
nm0348181,James Gunn,1966.0,
nm0348197,Jon Gunn,1973.0,
nm0348264,Björn Gunnarsson,,
nm0348274,Sturla Gunnarsson,1951.0,
nm0348296,Robert Ethan Gunnerson,,
nm0348321,Hrafn Gunnlaugsson,1948.0,
nm0348389,Mike Gunther,,
nm0348410,Michael Gunton,,
nm0348417,Per Gunvall,1913.0,1995.0
nm0348495,Sanjay Gupta,,
nm0348594,Johnathan Gurfinkel,,
nm0348640,Andrew Gurland,1971.0,
nm0348673,Robert J. Gurney Jr.,1924.0,
nm0348803,Valeriy Guryanov,1936.0,2017.0
nm0348884,Harold Guskin,1941.0,2018.0
nm0348901,Yuliy Gusman,1943.0,
nm0349071,Hervé Pierre-Gustave,1966.0,
nm0349183,Lawrence Guterman,,
nm0349205,Nick Guthe,,
nm0349350,Efrain Gutierrez,,
nm0349406,Sebastian Gutierrez,1974.0,
nm0349425,Tomás Gutiérrez Alea,1928.0,1996.0
nm0349426,Manuel Gutiérrez Aragón,1942.0,
nm0349484,Chus Gutiérrez,1962.0,
nm0349640,Nathaniel Gutman,,
nm0349702,Bill Guttentag,1958.0,
nm0349742,Amos Guttman,1954.0,1993.0
nm0349844,Sebastien Guy,,
nm0350044,Daniel Guzmán,1983.0,
nm0350099,Patricio Guzmán,1941.0,
nm0350126,Corrado Guzzanti,1965.0,
nm0350127,Sabina Guzzanti,1963.0,
nm0350168,Robert Guédiguian,1953.0,
nm0350215,Gérard Guérin,1937.0,
nm0350271,Ágúst Guðmundsson,1947.0,
nm0350455,Stephen Gyllenhaal,1949.0,
nm0350674,György Gát,1947.0,
nm0350758,József Gémes,1939.0,2013.0
nm0350845,Moacyr Góes,1961.0,
nm0350867,Roberto Gómez Bolaños,1929.0,2014.0
nm0350924,Francisco Gómez Hidalgo,,
nm0350947,Emilio Gómez Muriel,1910.0,1985.0
nm0350957,Manuel Gómez Pereira,1958.0,
nm0351261,Sara Gómez,1943.0,1974.0
nm0351435,Christian Görlitz,1944.0,
nm0351451,Staffan Götestam,1952.0,
nm0351486,Sigi Rothemund,1944.0,
nm0351566,Yilmaz Güney,1937.0,1984.0
nm0351645,Temel Gürsu,1945.0,
nm0351772,Trent Haaga,,
nm0351842,Bert Haanstra,1916.0,1997.0
nm0351918,Charles F. Haas,1913.0,2011.0
nm0351945,George Haas,,
nm0351947,Hugo Haas,1901.0,1968.0
nm0351993,Philip Haas,1954.0,
nm0352032,Kamal Haasan,1954.0,
nm0352191,Mark Haber,,
nm0352524,David Hackl,,
nm0352780,Josef Hader,1962.0,
nm0352968,Lucile Hadzihalilovic,1961.0,
nm0353183,Jeremy Haft,1972.0,
nm0353435,Peter Hagen,1907.0,1945.0
nm0353592,Piers Haggard,1939.0,
nm0353673,Paul Haggis,1953.0,
nm0353710,Kôji Hagiuda,1967.0,
nm0353785,Stuart Hagmann,1942.0,
nm0353870,Alexander Hahn,1967.0,
nm0353893,Don Hahn,1955.0,
nm0353902,Gerhard Hahn,,
nm0353970,Steven Hahn,,
nm0354008,Chung-Man Yee,,
nm0354017,Zafar Hai,,
nm0354024,Charles Haid,1943.0,
nm0354091,Andrew Haigh,1973.0,
nm0354126,Michael Haigney,1956.0,
nm0354247,Fred Haines,1936.0,2008.0
nm0354279,Randa Haines,1945.0,
nm0354286,Richard W. Haines,1957.0,
nm0354451,Szabolcs Hajdu,1972.0,
nm0354780,Johanna Hald,1945.0,
nm0354793,Don Haldane,1914.0,2008.0
nm0355070,S.A. Halewood,,
nm0355074,Jack Haley Jr.,1933.0,2001.0
nm0355092,Geoffrey Haley,,
nm0355097,Jackie Earle Haley,1961.0,
nm0355126,Trey Haley,1975.0,
nm0355181,H.B. Halicki,1940.0,1989.0
nm0355217,Simo Halinen,,
nm0355256,Arch Hall Sr.,1908.0,1978.0
nm0355284,Alexander Hall,1894.0,1968.0
nm0355453,Dan T. Hall,,
nm0355527,Drew Hall,,
nm0355660,Ivan Hall,,2008.0
nm0355699,Jason Hall,1972.0,
nm0355755,Jon Hall,1915.0,1979.0
nm0355790,Kenneth J. Hall,1958.0,
nm0355806,Klay Hall,1958.0,
nm0355991,Peter Hall,1930.0,2017.0
nm0356042,Robert Hall,1973.0,2021.0
nm0356331,Jan Halldoff,1939.0,2010.0
nm0356396,Daniel Haller,1926.0,
nm0356448,Dieter Hallervorden,1935.0,
nm0356679,Christian Hallman,1974.0,
nm0356867,Arto Halonen,1964.0,
nm0356875,Jari Halonen,1962.0,
nm0356924,Julia Halperin,,
nm0356931,Victor Halperin,1895.0,1983.0
nm0357143,Gary Halvorson,,
nm0357221,Kyle Ham,,
nm0357326,Craig Hamann,,
nm0357453,John Hamburg,1970.0,
nm0357463,Cao Hamburger,1962.0,
nm0357584,Bent Hamer,1956.0,
nm0357607,Robert Hamer,1911.0,1963.0
nm0357725,Andy Hamilton,1954.0,
nm0357807,David Hamilton,1933.0,2016.0
nm0357891,Guy Hamilton,1922.0,2016.0
nm0357965,John Hamilton,,
nm0358175,Strathford Hamilton,1952.0,
nm0358184,Tanya Hamilton,,
nm0358191,Tim Hamilton,,
nm0358327,Nick Hamm,1957.0,
nm0358475,Lance Hammer,,
nm0358497,Robert Hammer,,
nm0358530,Rumle Hammerich,1954.0,
nm0358960,Christopher Hampton,1946.0,
nm0359081,Harald Hamrell,1960.0,
nm0359189,Sanping Han,,
nm0359293,Yukinari Hanawa,,
nm0359310,Victor Hanbury,1897.0,1954.0
nm0359321,Yves Hanchar,1960.0,
nm0359386,John D. Hancock,1939.0,
nm0359387,John Lee Hancock,1956.0,
nm0359428,Sam Hancock,,
nm0359457,David Hand,1900.0,1986.0
nm0359491,Asoka Handagama,1962.0,
nm0359534,Don Handfield,1971.0,
nm0359563,Peter Handke,1942.0,
nm0359634,Henk Handloegten,1968.0,
nm0359682,Lloyd Handwerker,,
nm0359734,Michael Haneke,1942.0,
nm0359735,Thomas Haneke,,
nm0359869,Susumu Hani,1928.0,
nm0359918,Sean Hanish,,
nm0359971,Richard Hankin,,
nm0360144,Mark Hanlon,,
nm0360253,William Hanna,1910.0,2001.0
nm0360283,Eric Hannah,1968.0,
nm0360286,Jack Hannah,1913.0,1994.0
nm0360324,Ken Hannam,1929.0,2004.0
nm0360352,Brian Hannant,1940.0,
nm0360460,Lena Hanno,,
nm0360766,Ed Hansen,1937.0,2005.0
nm0360887,Jim Hansen,1968.0,
nm0360916,Kai Hansen,,
nm0361135,Mia Hansen-Løve,1981.0,
nm0361388,Tom Hanson,,
nm0361407,Jugal Hansraj,1972.0,
nm0361409,François Hanss,,
nm0361575,Dusan Hanák,1938.0,
nm0361672,Kazuo Hara,1945.0,
nm0361735,Masato Harada,1949.0,
nm0361776,Renos Haralambidis,1970.0,
nm0361779,Stelios Charalampopoulos,1956.0,
nm0361828,Dominic Harari,,
nm0361833,Matti Harari,,
nm0361864,Paul Harather,1965.0,
nm0361975,Sandy Harbutt,1941.0,2020.0
nm0362005,Miranda Harcourt,,
nm0362454,Holly Hardman,,
nm0362544,Gary Hardwick,,
nm0362556,Neil Hardwick,1948.0,
nm0362566,Catherine Hardwicke,1955.0,
nm0362686,Justin Hardy,1964.0,
nm0362734,Rob Hardy,,
nm0362736,Robin Hardy,1929.0,2016.0
nm0362738,Rod Hardy,1949.0,
nm0362799,Jeff Hare,1964.0,
nm0362854,Philippe Harel,1956.0,
nm0363030,T. Hariharan,,
nm0363094,Reginald Harkema,,
nm0363214,Jan Harlan,1937.0,
nm0363235,Veit Harlan,1899.0,1964.0
nm0363317,Donn Harling,,
nm0363326,Robert Harling,1951.0,
nm0363356,John Harlow,1896.0,1977.0
nm0363414,Hugh Harman,1903.0,1982.0
nm0363473,Allan Harmon,,
nm0363553,Robert Harmon,,
nm0363652,Ricci Harnett,1975.0,
nm0363857,Frank Harper,1962.0,
nm0364204,Paul Harrill,,
nm0364236,Beth Harrington,,
nm0364252,Curtis Harrington,1926.0,2007.0
nm0364358,T.G. Herrington,,
nm0364389,Wendell B. Harris Jr.,1954.0,
nm0364578,Damian Harris,1958.0,
nm0364583,Danielle Harris,1977.0,
nm0364688,Frank Harris,,2020.0
nm0364805,James B. Harris,1928.0,
nm0365001,Leslie Harris,,
nm0365057,Mark Jonathan Harris,,
nm0365131,Monika Harris,,
nm0365311,Scott Harris,,
nm0365408,Trent Harris,1952.0,
nm0365615,Greg Harrison,1969.0,
nm0365666,John Harrison,,
nm0365698,Kevin Harrison,,
nm0365908,Tim Harrison,,
nm0366004,Mary Harron,1953.0,
nm0366045,Lee Harry,,
nm0366314,Harvey Hart,1928.0,1989.0
nm0366667,Leslie Zemeckis,1964.0,
nm0366708,Robert Hartford-Davis,1923.0,1977.0
nm0366781,Karl Hartl,1899.0,1978.0
nm0366867,Mark Hartley,,
nm0366935,David Hartman,,
nm0366942,Don Hartman,1900.0,1958.0
nm0367121,Siegfried Hartmann,1927.0,
nm0367283,David Hartwell,,
nm0367327,Chris Hartwill,,
nm0367358,Päivi Hartzell,,
nm0367431,Anthony Harvey,1930.0,2017.0
nm0367523,Gail Harvey,,
nm0367538,Grant Harvey,1966.0,
nm0367547,Herk Harvey,1924.0,1996.0
nm0367703,Rupert Harvey,,
nm0367729,Tamara Harvey,,
nm0367860,Wojciech Has,1925.0,2000.0
nm0367895,Patrick Hasburgh,,
nm0367915,Yasuharu Hasebe,1932.0,2009.0
nm0367959,Kohki Hasei,,
nm0368031,Ryosuke Hashiguchi,1962.0,
nm0368057,Koji Hashimoto,1936.0,2005.0
nm0368614,Peter Hastings,1960.0,
nm0368643,Till Hastreiter,,
nm0368645,Jannik Hastrup,1941.0,
nm0368674,Masami Hata,,
nm0368675,Masanori Hata,1935.0,
nm0368688,Ali Hatami,1944.0,1996.0
nm0368690,Ebrahim Hatamikia,1961.0,
nm0368693,Gregory Hatanaka,,
nm0368871,Henry Hathaway,1898.0,1985.0
nm0368906,Bob Hathcock,1944.0,
nm0368981,Kayo Hatta,1958.0,2005.0
nm0369002,Linda Hattendorf,,
nm0369030,Christopher Hatton,,
nm0369053,Maurice Hatton,1938.0,1997.0
nm0369087,Jean-Pascal Hattu,1962.0,
nm0369240,Reinhard Hauff,1939.0,
nm0369326,Dag Johan Haugerud,1964.0,
nm0369442,Stefan Haupt,1961.0,
nm0369517,Dominik Hauser,,
nm0369580,Matthew Hausle,,
nm0369618,Jessica Hausner,1972.0,
nm0369635,Michael Haussman,,
nm0369686,Leander Haußmann,1959.0,
nm0369730,Václav Havel,1936.0,2011.0
nm0369771,Genie Joseph,1956.0,
nm0370207,Richard Hawkins,,
nm0370279,Shane Hawks,,
nm0370325,Jordan Hawley,,
nm0370346,Suki Hawley,,
nm0370510,John Hay,1959.0,
nm0370821,Richard Haydn,1905.0,1985.0
nm0370868,Sidney Hayers,1921.0,2000.0
nm0370912,Blair Hayes,,
nm0370914,Robert Hayes,,
nm0371059,Jamie Uys,1921.0,1996.0
nm0371080,John Hayes,1930.0,2000.0
nm0371312,Lysa Heslov,,
nm0371356,Peter Hayman,1936.0,
nm0371642,Rick Hays,,
nm0371684,David Hayter,1969.0,
nm0371755,Jimmy Hayward,,
nm0371852,Annette Haywood-Carter,1956.0,
nm0371890,Michel Hazanavicius,1967.0,
nm0371955,Stuart Hazeldine,1971.0,
nm0372031,John Hazlett,,
nm0372072,Philippe Haïm,1967.0,
nm0372087,Jianjun He,1960.0,
nm0372092,Ping He,1957.0,
nm0372101,Xiaodan He,,
nm0372366,Pat Healy,1971.0,
nm0372421,Jonathan Heap,,
nm0372509,Peter Hearn,1974.0,
nm0372798,David Heavener,1958.0,
nm0372829,Allison R. Hebble,,
nm0372942,Ben Hecht,1894.0,1964.0
nm0373033,Brian Hecker,,
nm0373136,Mitch Hedberg,1968.0,2005.0
nm0373154,Rob Hedden,1954.0,
nm0373155,Roger Hedden,,
nm0373282,Peter Hedges,1962.0,
nm0373511,Victor Heerman,1893.0,1977.0
nm0373571,Kevin Heffernan,1968.0,
nm0373612,Richard T. Heffron,1930.0,2007.0
nm0373673,Elliot Hegarty,1971.0,
nm0373698,Chris Hegedus,1952.0,
nm0373798,Michael Hegner,1966.0,
nm0373911,Kaspar Heidelbach,1954.0,
nm0374048,Matthijs van Heijningen Jr.,,
nm0374663,Benjamin Heisenberg,1974.0,
nm0374702,Stuart Heisler,1896.0,1979.0
nm0374842,Maria von Heland,1965.0,
nm0374865,Simon Helberg,1980.0,
nm0375030,Judith Helfand,,
nm0375068,Mark Helfrich,,
nm0375093,Mats Helge Olsson,1953.0,
nm0375224,Olle Hellbom,1925.0,1982.0
nm0375267,André Heller,1947.0,
nm0375362,Max Heller,,
nm0375469,Henri Helman,,
nm0375476,Jaime Hellman,,
nm0375477,Jerome Hellman,1928.0,2021.0
nm0375494,Monte Hellman,1929.0,2021.0
nm0375551,Lenka Hellstedt,1968.0,
nm0375570,Gunnar Hellström,1928.0,2001.0
nm0375691,Veit Helmer,1968.0,
nm0375717,Liisa Helminen,1950.0,
nm0375809,David Helpern,,
nm0375983,Ruud van Hemert,1938.0,2012.0
nm0375991,Hanna Hemilä,,
nm0376006,Anthony Hemingway,,
nm0376101,David Hemmings,1941.0,2003.0
nm0376221,Joseph Henabery,1888.0,1976.0
nm0376301,Eric Hendershot,1948.0,
nm0376487,John Henderson,1949.0,
nm0376655,Daniel Hendler,1976.0,
nm0376664,Stewart Hendler,1978.0,
nm0376712,Bruce Hendricks,,
nm0376801,Robert Hendrickson,1944.0,2016.0
nm0376963,Frank Henenlotter,1950.0,
nm0377066,Kim Henkel,1946.0,
nm0377126,Hobart Henley,1887.0,1964.0
nm0377153,Granz Henman,,
nm0377203,Denis Henry Hennelly,,
nm0377336,Aksel Hennie,1975.0,
nm0377412,Michael P. Henning,,
nm0377623,Seth Henrikson,,
nm0377750,Buck Henry,1930.0,2020.0
nm0377896,Kyle Henry,,
nm0378144,Jonathan Hensleigh,1959.0,
nm0378240,Robby Henson,,
nm0378258,Stefan Henszelman,1960.0,1991.0
nm0378267,Steven Hentges,1971.0,
nm0378320,Perry Henzell,1936.0,2006.0
nm0378660,Michael Herbig,1968.0,
nm0378681,Hans Herbots,1970.0,
nm0378762,Bob Hercules,,
nm0378794,Kelli Herd,,
nm0378893,Stephen Herek,1958.0,
nm0379092,Albert Herman,1887.0,1958.0
nm0379150,Jean Herman,1933.0,2015.0
nm0379179,Mark Herman,1954.0,
nm0379237,Charles Herman-Wurmfeld,1966.0,
nm0379356,Bo Hermansson,1937.0,
nm0379391,Cirio H. Santiago,1936.0,2008.0
nm0379445,Jaime Humberto Hermosillo,1942.0,2020.0
nm0379449,Miguel Hermoso,1942.0,
nm0379718,Tamara Hernandez,,
nm0379773,Felix Herngren,1967.0,
nm0379775,Måns Herngren,1965.0,
nm0379797,Tibor Hernádi,,2012.0
nm0379872,Antonio Hernández,1953.0,
nm0380097,Paula Hernández,1969.0,
nm0380299,Gonzalo Herralde,1949.0,
nm0380547,Gerardo Herrero,1953.0,
nm0380628,Mark Herrier,1954.0,
nm0380705,Rowdy Herrington,1951.0,
nm0380831,Jeanne Herry,,
nm0380922,Barry J. Hershey,1942.0,
nm0380957,Joel Hershman,1958.0,
nm0380961,Lynn Hershman-Leeson,1941.0,
nm0380980,Marshall Herskovitz,1952.0,
nm0381116,Don Hertzfeldt,1976.0,
nm0381228,Juraj Herz,1934.0,2018.0
nm0381230,Michael Herz,1949.0,
nm0381273,John Herzfeld,1947.0,
nm0381305,Ed Herzog,1965.0,
nm0381365,Simon Hesera,,
nm0381392,Zako Heskiya,1922.0,2006.0
nm0381416,Grant Heslov,1963.0,
nm0381450,David Hess,1936.0,2011.0
nm0381478,Jared Hess,1979.0,
nm0381489,Jon Hess,,
nm0381638,Gordon Hessler,1925.0,2014.0
nm0381699,Fraser C. Heston,1955.0,
nm0381870,Paolo Heusch,1924.0,1982.0
nm0382019,David L. Hewitt,1939.0,
nm0382054,Jon Hewitt,1959.0,
nm0382072,Peter Hewitt,1962.0,
nm0382110,David Hewlett,1968.0,
nm0382147,Russ Hexter,1970.0,1996.0
nm0382217,Thor Heyerdahl,1914.0,2002.0
nm0382227,Douglas Heyes,1919.0,1993.0
nm0382327,Laurent Heynemann,1948.0,
nm0382337,Walter Heynowski,1927.0,
nm0382529,Jesse Hibbs,1906.0,1985.0
nm0382548,Winston Hibler,1910.0,1976.0
nm0382584,George Hickenlooper,1963.0,2010.0
nm0382776,Anthony Hickox,1959.0,
nm0382779,Douglas Hickox,1929.0,1988.0
nm0382783,James D.R. Hickox,1965.0,
nm0382839,David Hicks,,
nm0382942,Roger Watkins,1948.0,2007.0
nm0382956,Scott Hicks,1953.0,
nm0382989,David Hickson,,
nm0383304,Howard Higgin,1891.0,1938.0
nm0383343,Bryn Higgins,,
nm0383359,Colin Higgins,1941.0,1988.0
