index,movieId,title
2528,3071,Stand and Deliver
2529,3072,Moonstruck
2530,3073,The Sandpiper
2531,3074,Jeremiah Johnson
2532,3075,Repulsion
2533,3076,Irma la Douce
2534,3078,Liberty Heights
2535,3079,Mansfield Park
2536,3081,Sleepy Hollow
2537,3082,The World Is Not Enough
2538,3083,All About My Mother
2539,3086,Babes in Toyland
2540,3087,Scrooged
2541,3088,Harvey
2542,3089,Bicycle Thieves
2543,3090,Matewan
2544,3091,Kagemusha
2545,3092,47 Samurai
2546,3093,McCabe & Mrs. Miller
2547,3094,Maurice
2548,3095,The Grapes of Wrath
2549,3096,My Man Godfrey
2550,3097,The Shop Around the Corner
2551,3098,The Natural
2552,3099,Shampoo
2553,3100,A River Runs Through It
2554,3101,Fatal Attraction
2555,3102,Jagged Edge
2556,3103,Stanley & Iris
2557,3104,Midnight Run
2558,3105,Awakenings
2559,3107,Backdraft
2560,3108,The Fisher King
2561,3109,The River
2562,3110,Country
2563,3111,Places in the Heart
2564,3112,"'night, Mother"
2565,3113,End of Days
2566,3114,Toy Story 2
2567,3115,Flawless
2568,3117,Ride with the Devil
2569,3118,Tumbleweeds
2570,3119,A Bay of Blood
2571,3120,The Distinguished Gentleman
2572,3121,The Hitch-Hiker
2573,3122,Santa Fe Trail
2574,3124,Agnes Browne
2575,3125,The End of the Affair
2576,3127,Holy Smoke!
2577,3128,A Map of the World
2578,3129,Sweet and Lowdown
2579,3130,The Bonfire of the Vanities
2580,3132,Daddy-Long-Legs
2581,3133,Go West
2582,3134,Grand Illusion
2583,3135,The Great Santini
2584,3137,The Sea Wolves
2585,3138,Stealing Home
2586,3139,Tarzan the Fearless
2587,3140,Three Ages
2588,3141,The Two Jakes
2589,3142,U2: Rattle and Hum
2590,3143,Hell in the Pacific
2591,3144,The Glass Bottom Boat
2592,3145,Cradle Will Rock
2593,3146,Deuce Bigalow: Male Gigolo
2594,3147,The Green Mile
2595,3148,The Cider House Rules
2596,3150,The War Zone
2597,3152,The Last Picture Show
2598,3153,The 7th Voyage of Sinbad
2599,3155,Anna and the King
2600,3156,Bicentennial Man
2601,3157,Stuart Little
2602,3158,The Emperor and the Assassin
2603,3159,Fantasia 2000
2604,3160,Magnolia
2605,3161,Onegin
2606,3163,Topsy-Turvy
2607,3165,Boiling Point
2608,3167,Carnal Knowledge
2609,3168,Easy Rider
2610,3169,The Falcon and the Snowman
2611,3171,Room at the Top
2612,3173,Any Given Sunday
2613,3174,Man on the Moon
2614,3175,Galaxy Quest
2615,3176,The Talented Mr. Ripley
2616,3177,Next Friday
2617,3178,The Hurricane
2618,3179,Angela's Ashes
2619,3180,Play It to the Bone
2620,3181,Titus
2621,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
2622,3183,The Third Miracle
2623,3185,Snow Falling on Cedars
2624,3186,"Girl, Interrupted"
2625,3188,The Life and Times of Hank Greenberg
2626,3189,My Dog Skip
2627,3190,Supernova
2628,3192,The Terrorist
2629,3194,The Way We Were
2630,3196,Stalag 17
2631,3197,The Presidio
2632,3198,Papillon
2633,3199,Pal Joey
2634,3200,The Last Detail
2635,3201,Five Easy Pieces
2636,3202,Even Dwarfs Started Small
2637,3203,Dead Calm
2638,3204,The Boys from Brazil
2639,3205,Black Sunday
2640,3206,Against All Odds
2641,3208,National Lampoon's Loaded Weapon 1
2642,3210,Fast Times at Ridgemont High
2643,3211,A Cry in the Dark
2644,3213,Batman: Mask of the Phantasm
2645,3214,American Flyers
2646,3216,Vampyros Lesbos
2647,3217,A Star Is Born
2648,3218,Poison
2649,3219,Pacific Heights
2650,3221,The Draughtsman's Contract
2651,3222,Carmen
2652,3223,A Zed & Two Noughts
2653,3224,Woman in the Dunes
2654,3225,Down to You
2655,3230,The Odessa File
2656,3232,Seven Chances
2657,3235,Where the Buffalo Roam
2658,3238,Eye of the Beholder
2659,3239,Isn't She Great
2660,3240,The Big Tease
2661,3241,The Cup
2662,3243,Encino Man
2663,3244,The Goodbye Girl
2664,3245,I Am Cuba
2665,3246,Malcolm X
2666,3247,Sister Act
2667,3248,Sister Act 2: Back in the Habit
2668,3249,The Hand that Rocks the Cradle
2669,3250,Alive
2670,3251,Agnes of God
2671,3252,Scent of a Woman
2672,3253,Wayne's World
2673,3254,Wayne's World 2
2674,3255,A League of Their Own
2675,3256,Patriot Games
2676,3257,The Bodyguard
2677,3258,Death Becomes Her
2678,3259,Far and Away
2679,3260,Howards End
2680,3261,Singles
2681,3262,Twin Peaks: Fire Walk with Me
2682,3263,White Men Can't Jump
2683,3264,Buffy the Vampire Slayer
2684,3265,Hard Boiled
2685,3266,Man Bites Dog
2686,3267,El Mariachi
2687,3268,Stop! Or My Mom Will Shoot
2688,3269,Forever Young
2689,3270,The Cutting Edge
2690,3271,Of Mice and Men
2691,3272,Bad Lieutenant
2692,3273,Scream 3
2693,3274,Single White Female
2694,3275,The Boondock Saints
2695,3276,Gun Shy
2696,3281,The Brandon Teena Story
2697,3282,Different for Girls
2698,3283,Minnie and Moskowitz
2699,3284,They Might Be Giants
2700,3285,The Beach
2701,3286,Snow Day
2702,3287,The Tigger Movie
2703,3289,Not One Less
2704,3292,The Big Combo
2705,3296,"To Sir, with Love"
2706,3298,Boiler Room
2707,3299,Hanging Up
2708,3300,Pitch Black
2709,3301,The Whole Nine Yards
2710,3302,Beautiful People
2711,3304,Blue Collar
2712,3306,The Circus
2713,3307,City Lights
2714,3308,The Flamingo Kid
2715,3310,The Kid
2716,3311,The Man from Laramie
2717,3316,Reindeer Games
2718,3317,Wonder Boys
2719,3318,Deterrence
2720,3319,Judy Berlin
2721,3320,Mifune
2722,3324,Drowning Mona
2723,3325,The Next Best Thing
2724,3326,What Planet Are You From?
2725,3327,Beyond the Mat
2726,3328,Ghost Dog: The Way of the Samurai
2727,3329,The Year My Voice Broke
2728,3330,Splendor in the Grass
2729,3331,My Tutor
2730,3334,Key Largo
2731,3338,For All Mankind
2732,3339,Cross of Iron
2733,3340,Bride of the Monster
2734,3341,Born Yesterday
2735,3342,Birdy
2736,3343,And God Created Woman
2737,3344,Blood Feast
2738,3345,"Charlie, the Lonesome Cougar"
2739,3347,Never Cry Wolf
2740,3350,A Raisin in the Sun
2741,3351,Two Thousand Maniacs!
2742,3354,Mission to Mars
2743,3355,The Ninth Gate
2744,3357,East/West
2745,3358,Defending Your Life
2746,3359,Breaking Away
2747,3360,Hoosiers
2748,3361,Bull Durham
2749,3362,Dog Day Afternoon
2750,3363,American Graffiti
2751,3364,The Asphalt Jungle
2752,3365,The Searchers
2753,3367,The Devil's Brigade
2754,3368,The Big Country
2755,3370,Betrayed
2756,3371,Bound for Glory
2757,3372,The Bridge at Remagen
2758,3375,Destination Moon
2759,3379,On the Beach
2760,3384,The Taking of Pelham One Two Three
2761,3385,Volunteers
2762,3386,JFK
2763,3387,Who's Harry Crumb?
2764,3388,Harry and the Hendersons
2765,3389,Let's Get Harry
2766,3390,Shanghai Surprise
2767,3391,Who's That Girl
2768,3392,She-Devil
2769,3393,Date With an Angel
2770,3394,Blind Date
2771,3395,Nadine
2772,3396,The Muppet Movie
2773,3397,The Great Muppet Caper
2774,3398,The Muppets Take Manhattan
2775,3399,Sesame Street Presents Follow That Bird
2776,3400,We're Back! A Dinosaur's Story
2777,3401,Baby: Secret of the Lost Legend
2778,3402,Turtle Diary
2779,3403,Raise the Titanic
2780,3404,Titanic
2781,3405,A Night to Remember
2782,3406,Captain Horatio Hornblower R.N.
2783,3408,Erin Brockovich
2784,3409,Final Destination
2785,3412,The Bear
2786,3414,Love Is a Many-Splendored Thing
2787,3415,Mirror
2788,3417,The Crimson Pirate
2789,3418,Thelma & Louise
2790,3420,...And Justice for All
2791,3421,Animal House
2792,3422,She's Gotta Have It
2793,3423,School Daze
2794,3424,Do the Right Thing
2795,3425,Mo' Better Blues
2796,3426,Jungle Fever
2797,3427,Coogan's Bluff
2798,3428,The Champ
2799,3430,Death Wish
2800,3431,Death Wish 2
2801,3432,Death Wish 3
2802,3433,Death Wish 4: The Crackdown
2803,3434,Death Wish 5: The Face of Death
2804,3435,Double Indemnity
2805,3436,Dying Young
2806,3437,Cool as Ice
2807,3438,Teenage Mutant Ninja Turtles
2808,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
2809,3440,Teenage Mutant Ninja Turtles III
2810,3441,Red Dawn
2811,3442,Band of the Hand
2812,3444,Bloodsport
2813,3445,Eyes of Laura Mars
2814,3446,Funny Bones
2815,3447,The Good Earth
2816,3448,"Good Morning, Vietnam"
2817,3449,The Good Mother
2818,3450,Grumpy Old Men
2819,3451,Guess Who's Coming to Dinner
2820,3452,Romeo Must Die
2821,3453,Here On Earth
2822,3454,Whatever It Takes
2823,3456,The Color of Paradise
2824,3457,Waking the Dead
2825,3459,Gothic
2826,3461,Lord of the Flies
2827,3462,Modern Times
2828,3466,Heart and Souls
2829,3467,Hud
2830,3468,The Hustler
2831,3469,Inherit the Wind
2832,3470,Dersu Uzala
2833,3471,Close Encounters of the Third Kind
2834,3473,Jonah Who Will Be 25 in the Year 2000
2835,3474,Retroactive
2836,3475,A Place in the Sun
2837,3476,Jacob's Ladder
2838,3477,Empire Records
2839,3478,La Bamba
2840,3479,Ladyhawke
2841,3480,Lucas
2842,3481,High Fidelity
2843,3483,The Road to El Dorado
2844,3484,The Skulls
2845,3487,El Dorado
2846,3489,Hook
2847,3490,Horror Express
2848,3491,My Chauffeur
2849,3494,True Grit
2850,3496,Madame Sousatzka
2851,3497,Max Dugan Returns
2852,3498,Midnight Express
2853,3499,Misery
2854,3500,Mr. Saturday Night
2855,3501,Murphy's Romance
2856,3502,My Life
2857,3503,Solaris
2858,3504,Network
2859,3505,No Way Out
2860,3506,North Dallas Forty
2861,3507,The Odd Couple
2862,3508,The Outlaw Josey Wales
2863,3509,Black and White
2864,3510,Frequency
2865,3511,Ready to Rumble
2866,3512,Return to Me
2867,3513,Rules of Engagement
2868,3514,Joe Gould's Secret
2869,3515,Me Myself I
2870,3516,"Bell, Book and Candle"
2871,3518,The End of Violence
2872,3519,Force 10 from Navarone
2873,3520,How to Stuff a Wild Bikini
2874,3521,Mystery Train
2875,3524,Arthur
2876,3525,Bachelor Party
2877,3526,Parenthood
2878,3527,Predator
2879,3528,The Prince of Tides
2880,3529,The Postman Always Rings Twice
2881,3531,All the Vermeers in New York
2882,3534,28 Days
2883,3535,American Psycho
2884,3536,Keeping the Faith
2885,3537,Where the Money is
2886,3538,East Is East
2887,3539,The Filth and the Fury
2888,3540,Passion of Mind
2889,3543,Diner
2890,3544,Shakes the Clown
2891,3545,Cabaret
2892,3546,What Ever Happened to Baby Jane?
2893,3547,Prick Up Your Ears
2894,3548,Auntie Mame
2895,3549,Guys and Dolls
2896,3550,The Hunger
2897,3551,Marathon Man
2898,3552,Caddyshack
2899,3553,Gossip
2900,3554,Love & Basketball
2901,3555,U-571
2902,3556,The Virgin Suicides
2903,3557,Jennifer Eight
2904,3559,Limelight
2905,3562,Committed
2906,3563,The Crow: Salvation
2907,3564,The Flintstones in Viva Rock Vegas
2908,3565,Where the Heart Is
2909,3566,The Big Kahuna
2910,3567,Bossa Nova
2911,3569,The Idiots
2912,3571,Timecode
2913,3572,Carnosaur
2914,3573,Carnosaur 2
2915,3574,Carnosaur 3: Primal Species
2916,3576,The Hidden
2917,3577,Two Moon Junction
2918,3578,Gladiator
2919,3579,I Dreamed of Africa
2920,3580,Up at the Villa
2921,3581,Human Traffic
2922,3584,Breathless
2923,3586,The Idolmaker
2924,3587,Inferno
2925,3588,The King of Marvin Gardens
2926,3590,The Lords of Flatbush
2927,3591,Mr. Mom
2928,3593,Battlefield Earth
2929,3594,Center Stage
2930,3596,Screwed
2931,3597,Whipped
2932,3598,Hamlet
2933,3599,Anchors Aweigh
2934,3600,Blue Hawaii
2935,3602,G.I. Blues
2936,3604,Gypsy
2937,3605,King Creole
2938,3606,On the Town
2939,3608,Pee-wee's Big Adventure
2940,3612,The Slipper and the Rose
2941,3613,Things Change
2942,3614,Honeymoon in Vegas
2943,3615,Dinosaur
2944,3616,Loser
2945,3617,Road Trip
2946,3618,Small Time Crooks
2947,3619,The Hollywood Knights
2948,3620,The Myth Of Fingerprints
2949,3621,Possession
2950,3622,The Twelve Chairs
2951,3623,Mission: Impossible II
2952,3624,Shanghai Noon
2953,3626,8 ½ Women
2954,3627,Carnival of Souls
2955,3628,Flying Tigers
2956,3629,The Gold Rush
2957,3632,Monsieur Verdoux
2958,3633,On Her Majesty's Secret Service
2959,3634,Seven Days in May
2960,3635,The Spy Who Loved Me
2961,3637,Vagabond
2962,3638,Moonraker
2963,3639,The Man with the Golden Gun
2964,3640,A King in New York
2965,3643,The Fighting Seabees
2966,3645,Cléo from 5 to 7
2967,3646,Big Momma's House
2968,3649,American Gigolo
2969,3652,City of the Living Dead
2970,3653,The Endless Summer
2971,3654,The Guns of Navarone
2972,3655,La Grande Bouffe
2973,3658,Quatermass and the Pit
2974,3659,Quatermass II
2975,3667,Rent-a-Cop
2976,3668,Romeo and Juliet
2977,3669,Stay Tuned
2978,3671,Blazing Saddles
2979,3672,Benji
2980,3673,Benji the Hunted
2981,3674,For the Love of Benji
2982,3675,White Christmas
2983,3676,Eraserhead
2984,3677,Baraka
2985,3678,The Man with the Golden Arm
2986,3679,The Decline of Western Civilization
2987,3680,The Decline of Western Civilization Part II: The Metal Years
2988,3681,For a Few Dollars More
2989,3682,Magnum Force
2990,3683,Blood Simple
2991,3684,The Fabulous Baker Boys
2992,3685,Prizzi's Honor
2993,3686,Flatliners
2994,3688,Porky's
2995,3689,Porky's II: The Next Day
2996,3690,Porky's 3: Revenge
2997,3691,Private School
2998,3692,Class of Nuke 'Em High
2999,3693,The Toxic Avenger
3000,3694,The Toxic Avenger Part II
3001,3695,The Toxic Avenger Part III: The Last Temptation of Toxie
3002,3696,Night of the Creeps
3003,3697,Predator 2
3004,3698,The Running Man
3005,3699,Starman
3006,3700,The Brother from Another Planet
3007,3701,Alien Nation
3008,3702,Mad Max
3009,3703,Mad Max 2: The Road Warrior
3010,3704,Mad Max Beyond Thunderdome
3011,3705,Bird on a Wire
3012,3706,Angel Heart
3013,3707,Nine 1/2 Weeks
3014,3708,Firestarter
3015,3709,Sleepwalkers
3016,3710,Action Jackson
3017,3711,Sarafina!
3018,3712,Soapdish
3019,3713,The Long Walk Home
3020,3714,Clara's Heart
3021,3715,Burglar
3022,3716,Fatal Beauty
3023,3717,Gone in Sixty Seconds
3024,3718,American Pimp
3025,3719,Love's Labour's Lost
3026,3720,Sunshine
3027,3721,Trixie
3028,3723,Hamlet
3029,3724,Coming Home
3030,3725,American Pop
3031,3726,Assault on Precinct 13
3032,3727,Near Dark
3033,3728,One False Move
3034,3729,Shaft
3035,3730,The Conversation
3036,3731,Cutter's Way
3037,3732,The Fury
3038,3733,The Paper Chase
3039,3734,Prince of the City
3040,3735,Serpico
3041,3736,Ace in the Hole
3042,3737,Lonely Are the Brave
3043,3738,The Sugarland Express
3044,3739,Trouble in Paradise
3045,3740,Big Trouble in Little China
3046,3741,Badlands
3047,3742,Battleship Potemkin
3048,3743,Boys and Girls
3049,3744,Shaft
3050,3745,Titan A.E.
3051,3746,Butterfly
3052,3747,Jesus' Son
3053,3749,Time Regained
3054,3751,Chicken Run
3055,3752,"Me, Myself & Irene"
3056,3753,The Patriot
3057,3754,The Adventures of Rocky & Bullwinkle
3058,3755,The Perfect Storm
3059,3756,The Golden Bowl
3060,3757,Asylum
3061,3758,Communion
3062,3759,Fun & Fancy Free
3063,3760,The Kentucky Fried Movie
3064,3761,Bound by Honor
3065,3763,F/X
3066,3764,F/X2
3067,3765,The Hot Spot
3068,3766,Missing in Action
3069,3767,Missing in Action 2: The Beginning
3070,3768,Braddock: Missing in Action III
3071,3769,Thunderbolt and Lightfoot
3072,3770,Dreamscape
3073,3771,The Golden Voyage of Sinbad
3074,3773,House Party
3075,3774,House Party 2
3076,3775,Make Mine Music
3077,3776,Melody Time
3078,3777,Nekromantik
3079,3780,Rocketship X-M
3080,3781,Shaft in Africa
3081,3782,Shaft's Big Score!
3082,3783,Croupier
3083,3784,The Kid
3084,3785,Scary Movie
3085,3786,But I'm a Cheerleader
3086,3787,Shower
3087,3788,Blow-Up
3088,3789,The Pawnbroker
3089,3790,Groove
3090,3791,Footloose
3091,3792,Duel in the Sun
3092,3793,X-Men
3093,3794,Chuck & Buck
3094,3795,The Five Senses
3095,3796,The Wisdom of Crocodiles
3096,3797,The In Crowd
3097,3798,What Lies Beneath
3098,3799,Pokémon: The Movie 2000
3099,3801,Anatomy of a Murder
3100,3802,Freejack
3101,3804,H.O.T.S.
3102,3805,Knightriders
3103,3806,Mackenna's Gold
3104,3807,Sinbad and the Eye of the Tiger
3105,3808,Two Women
3106,3809,What About Bob?
3107,3810,White Sands
3108,3811,Breaker Morant
3109,3812,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
3110,3813,Interiors
3111,3814,Love and Death
3112,3816,The Official Story
3113,3819,Tampopo
3114,3820,Thomas and the Magic Railroad
3115,3821,Nutty Professor II: The Klumps
3116,3822,The Girl on the Bridge
3117,3823,Wonderland
3118,3824,Autumn in New York
3119,3825,Coyote Ugly
3120,3826,Hollow Man
3121,3827,Space Cowboys
3122,3830,Psycho Beach Party
3123,3831,Saving Grace
3124,3832,Black Sabbath
3125,3833,The Brain That Wouldn't Die
3126,3834,Bronco Billy
3127,3835,The Crush
3128,3836,Kelly's Heroes
3129,3837,Phantasm II
3130,3838,Phantasm III: Lord of the Dead
3131,3839,Phantasm IV: Oblivion
3132,3840,Pumpkinhead
3133,3841,Air America
3134,3843,Sleepaway Camp
3135,3844,Steel Magnolias
3136,3845,...And God Created Woman
3137,3846,Easy Money
3138,3847,Ilsa: She Wolf of the SS
3139,3849,The Spiral Staircase
3140,3852,The Tao of Steve
3141,3854,Aimee & Jaguar
3142,3855,An Affair of Love
3143,3857,Bless the Child
3144,3858,Cecil B. Demented
3145,3859,The Eyes of Tammy Faye
3146,3861,The Replacements
3147,3862,About Adam
3148,3863,The Cell
3149,3864,Godzilla 2000
3150,3865,The Original Kings of Comedy
3151,3868,The Naked Gun: From the Files of Police Squad!
3152,3869,The Naked Gun 2½: The Smell of Fear
3153,3870,Our Town
3154,3871,Shane
3155,3872,"Suddenly, Last Summer"
3156,3873,Cat Ballou
3157,3874,A Couch in New York
3158,3875,The Devil Rides Out
3159,3877,Supergirl
3160,3879,The Art of War
3161,3882,Bring It On
3162,3884,The Crew
3163,3885,Love & Sex
3164,3886,Steal This Movie
3165,3889,Highlander: Endgame
3166,3892,Anatomy
3167,3893,Nurse Betty
3168,3894,Alone
3169,3895,The Watcher
3170,3896,The Way of the Gun
3171,3897,Almost Famous
3172,3898,Bait
3173,3900,Crime + Punishment in Suburbia
3174,3901,Duets
3175,3903,Urbania
3176,3905,The Specials
3177,3906,Under Suspicion
3178,3908,Urban Legends: Final Cut
3179,3909,Woman on Top
3180,3910,Dancer in the Dark
3181,3911,Best in Show
3182,3912,Beautiful
3183,3913,Barenaked in America
3184,3914,The Broken Hearts Club: A Romantic Comedy
3185,3915,Girlfight
3186,3916,Remember the Titans
3187,3917,Hellraiser
3188,3918,Hellbound: Hellraiser II
3189,3919,Hellraiser III: Hell on Earth
3190,3920,"Faraway, So Close!"
3191,3921,Beach Party
3192,3922,Bikini Beach
3193,3923,Return of the Fly
3194,3925,Stranger Than Paradise
3195,3926,Voyage to the Bottom of the Sea
3196,3927,Fantastic Voyage
3197,3928,Abbott and Costello Meet Frankenstein
3198,3929,The Bank Dick
3199,3930,Creature from the Black Lagoon
3200,3931,The Giant Gila Monster
3201,3932,The Invisible Man
3202,3933,The Killer Shrews
3203,3936,Phantom of the Opera
3204,3937,Runaway
3205,3938,The Slumber Party Massacre
3206,3939,Slumber Party Massacre II
3207,3940,Slumber Party Massacre III
3208,3941,Sorority House Massacre
3209,3942,Sorority House Massacre II
3210,3943,Bamboozled
3211,3945,Digimon: The Movie
3212,3946,Get Carter
3213,3947,Get Carter
3214,3948,Meet the Parents
3215,3949,Requiem for a Dream
3216,3950,Tigerland
3217,3951,Two Family House
3218,3952,The Contender
3219,3953,Dr. T and the Women
3220,3955,The Ladies Man
3221,3956,Lost Souls
3222,3957,Billy Jack
3223,3958,Billy Jack Goes to Washington
3224,3959,The Time Machine
3225,3960,Haunted
3226,3961,Ghoulies
3227,3962,Ghoulies II
3228,3963,The Unsinkable Molly Brown
3229,3964,The Adventures of Ichabod and Mr. Toad
3230,3965,The Strange Love of Martha Ivers
3231,3966,Detour
3232,3967,Billy Elliot
3233,3968,Bedazzled
3234,3969,Pay It Forward
3235,3970,The Beyond
3236,3971,The Private Eyes
3237,3972,The Legend of Drunken Master
3238,3973,Book of Shadows: Blair Witch 2
3239,3974,The Little Vampire
3240,3975,Lucky Numbers
3241,3977,Charlie's Angels
3242,3978,The Legend of Bagger Vance
3243,3979,Little Nicky
3244,3980,Men of Honor
3245,3981,Red Planet
3246,3982,What's Cooking?
3247,3983,You Can Count on Me
3248,3984,Diamonds Are Forever
3249,3985,The Eagle Has Landed
3250,3986,The 6th Day
3251,3987,Bounce
3252,3988,How the Grinch Stole Christmas
3253,3989,One Day in September
3254,3990,Rugrats in Paris: The Movie
3255,3991,102 Dalmatians
3256,3992,Malena
3257,3993,Quills
3258,3994,Unbreakable
3259,3996,"Crouching Tiger, Hidden Dragon"
3260,3997,Dungeons & Dragons
3261,3998,Proof of Life
3262,3999,Vertical Limit
3263,4000,The Bounty
3264,4001,Code of Silence
3265,4002,"Planes, Trains and Automobiles"
3266,4003,She's Having a Baby
3267,4005,The Living Daylights
3268,4006,The Transformers: The Movie
3269,4007,Wall Street
3270,4008,Born on the Fourth of July
3271,4009,Talk Radio
3272,4010,Brewster's Millions
3273,4011,Snatch
3274,4012,Punchline
3275,4014,Chocolat
3276,4015,"Dude, Where’s My Car?"
3277,4016,The Emperor's New Groove
3278,4017,Pollock
3279,4018,What Women Want
3280,4019,Finding Forrester
3281,4020,The Gift
3282,4021,Before Night Falls
3283,4022,Cast Away
3284,4023,The Family Man
3285,4024,The House of Mirth
3286,4025,Miss Congeniality
3287,4027,"O Brother, Where Art Thou?"
3288,4028,Songcatcher
3289,4029,State and Main
3290,4030,Dracula 2000
3291,4031,All the Pretty Horses
3292,4033,Thirteen Days
3293,4034,Traffic
3294,4035,The Claim
3295,4036,Shadow of the Vampire
3296,4037,House of Games
3297,4038,Kill Me Again
3298,4039,Annie
3299,4040,Don't Tell Mom the Babysitter's Dead
3300,4041,An Officer and a Gentleman
3301,4042,The Alamo
3302,4043,At Close Range
3303,4045,Breakheart Pass
3304,4046,Friendly Persuasion
3305,4047,Gettysburg
3306,4052,Antitrust
3307,4053,Double Take
3308,4054,Save the Last Dance
3309,4055,Panic
3310,4056,The Pledge
3311,4061,The Man in the Moon
3312,4062,Mystic Pizza
3313,4063,Prelude to a Kiss
3314,4064,Coffy
3315,4065,Foxy Brown
3316,4066,I'm Gonna Git You Sucka
3317,4067,Untamed Heart
3318,4068,Sugar & Spice
3319,4069,The Wedding Planner
3320,4072,Faithless
3321,4077,"Harry, He's Here To Help"
3322,4078,Amazing Grace and Chuck
3323,4079,Amazon Women on the Moon
3324,4080,Baby Boom
3325,4081,Back to the Beach
3326,4082,Barfly
3327,4083,Best Seller
3328,4084,Beverly Hills Cop II
3329,4085,Beverly Hills Cop
3330,4086,The Big Easy
3331,4089,Born in East L.A.
3332,4090,The Brave Little Toaster
3333,4091,Can't Buy Me Love
3334,4092,Cherry 2000
3335,4095,Cry Freedom
3336,4097,Dead of Winter
3337,4098,The Dead
3338,4100,Disorderlies
3339,4102,Eddie Murphy Raw
3340,4103,Empire of the Sun
3341,4104,Ernest Goes to Camp
3342,4105,The Evil Dead
3343,4106,Extreme Prejudice
3344,4109,Flowers in the Attic
3345,4110,The Fourth Protocol
3346,4111,Gardens of Stone
3347,4113,The Glass Menagerie
3348,4115,Hiding Out
3349,4116,Hollywood Shuffle
3350,4117,Hope and Glory
3351,4119,Housekeeping
3352,4121,Innerspace
3353,4122,Ironweed
3354,4123,Ishtar
3355,4124,Jaws: The Revenge
3356,4125,Leonard Part 6
3357,4126,Less Than Zero
3358,4127,Like Father Like Son
3359,4128,The Lost Boys
3360,4129,Made in Heaven
3361,4130,Maid to Order
3362,4131,Making Mr. Right
3363,4132,Mannequin
3364,4133,Masters of the Universe
3365,4135,The Monster Squad
3366,4138,My Demon Lover
3367,4141,Head Over Heels
3368,4142,Left Behind
3369,4143,Valentine
3370,4144,In the Mood for Love
3371,4146,The Million Dollar Hotel
3372,4147,Nico and Dani
3373,4148,Hannibal
3374,4149,Saving Silverman
3375,4151,The Taste of Others
3376,4152,Vatel
3377,4153,Down to Earth
3378,4154,Recess: School's Out
3379,4155,Sweet November
3380,4158,Monkeybone
3381,4159,3000 Miles to Graceland
3382,4160,The Widow of Saint-Pierre
3383,4161,The Mexican
3384,4162,See Spot Run
3385,4164,The Caveman's Valentine
3386,4166,Series 7: The Contenders
3387,4167,15 Minutes
3388,4168,Get Over It
3389,4169,Blow Dry
3390,4174,Avalon
3391,4175,Gray's Anatomy
3392,4176,Madadayo
3393,4177,The Mirror Crack'd
3394,4178,Of Mice and Men
3395,4179,Pixote
3396,4181,Tapeheads
3397,4183,The Unbelievable Truth
3398,4184,The Bishop's Wife
3399,4185,Elvis That's the Way It Is
3400,4186,The Fortune Cookie
3401,4187,Lilies of the Field
3402,4188,Hans Christian Andersen
3403,4189,The Greatest Story Ever Told
3404,4190,Elmer Gantry
3405,4191,Alfie
3406,4194,I Know Where I'm Going!
3407,4195,The Abominable Dr. Phibes
3408,4197,Real Life
3409,4198,Battle Beyond the Stars
3410,4199,Death Warrant
3411,4200,Double Impact
3412,4201,The End
3413,4203,Harley Davidson and the Marlboro Man
3414,4204,Losin' It
3415,4205,Mermaids
3416,4206,The Mighty Quinn
3417,4210,Manhunter
3418,4211,Reversal of Fortune
3419,4212,Death on the Nile
3420,4213,DeepStar Six
3421,4214,Revenge of the Nerds
3422,4215,Revenge of the Nerds II: Nerds in Paradise
3423,4216,Longtime Companion
3424,4217,4 Little Girls
3425,4218,River's Edge
3426,4219,Girls Just Want to Have Fun
3427,4220,The Longest Yard
3428,4221,Necessary Roughness
3429,4222,C.H.U.D.
3430,4223,Enemy at the Gates
3431,4224,Exit Wounds
3432,4225,The Dish
3433,4226,Memento
3434,4227,The Brothers
3435,4228,Heartbreakers
3436,4229,Say It Isn't So
3437,4231,Someone Like You...
3438,4232,Spy Kids
3439,4233,Tomcats
3440,4234,The Tailor of Panama
3441,4235,Amores perros
3442,4236,Keep the River on Your Right: A Modern Cannibal Tale
3443,4237,The Gleaners & I
3444,4238,Along Came a Spider
3445,4239,Blow
3446,4240,Just Visiting
3447,4242,Beautiful Creatures
3448,4246,Bridget Jones's Diary
3449,4247,Joe Dirt
3450,4248,Josie and the Pussycats
3451,4250,The Body
3452,4251,Chopper
3453,4252,The Circle
3454,4254,Crocodile Dundee in Los Angeles
3455,4255,Freddy Got Fingered
3456,4256,The Center of the World
3457,4259,The Luzhin Defence
3458,4262,Scarface
3459,4263,Days of Wine and Roses
3460,4265,Driven
3461,4266,The Forsaken
3462,4267,One Night at McCool's
3463,4268,Town & Country
3464,4270,The Mummy Returns
3465,4272,Tuvalu
3466,4273,Under the Sand
3467,4274,Cleopatra
3468,4275,Krull
3469,4276,Lost in America
3470,4277,The Lost World
3471,4278,Triumph of the Will
3472,4279,True Believer
3473,4280,The World According to Garp
3474,4282,Fellini Satyricon
3475,4283,Roma
3476,4284,Frankie and Johnny
3477,4285,Frankie and Johnny
3478,4286,A Home of Our Own
3479,4287,Paris When It Sizzles
3480,4289,City of Women
3481,4290,For the Boys
